BimpmRNA4 XP_024227798.1        
BimpmRNA30740 XP_033180800.1        
BimpmRNA30741 XP_033180800.1        
BimpmRNA30742 XP_033180800.1        
BimpmRNA30743 XP_033180800.1        
BimpmRNA30744 XP_012240159.1        
BimpmRNA30745 XP_012240159.1        
BimpmRNA30746 XP_012240159.1        
BimpmRNA30747 XP_012240159.1        
BimpmRNA30748 XP_012240159.1        
BimpmRNA30749 XP_012240159.1        
BimpmRNA30750 XP_012240159.1        
BimpmRNA30751 XP_012240159.1        
BimpmRNA30752 XP_012240159.1        
BimpmRNA30753 XP_012240159.1        
BimpmRNA30754 XP_012240159.1        
BimpmRNA30755 XP_012240159.1        
BimpmRNA30756 XP_012249608.1,XP_012249615.1       
BimpmRNA30757 XP_012249608.1,XP_012249615.1       
BimpmRNA30758 XP_012249608.1,XP_012249615.1       
BimpmRNA30759 XP_012240159.1        
BimpmRNA30760 XP_012240159.1        
BimpmRNA30761 XP_012240159.1        
BimpmRNA30762 XP_012240159.1        
BimpmRNA30763 XP_012240159.1        
BimpmRNA30764 XP_033180811.1        
BimpmRNA30765 XP_033180813.1        
BimpmRNA30766 XP_024228275.1        
BimpmRNA30767 XP_024228275.1        
BimpmRNA30768 XP_012249608.1,XP_012249615.1       
BimpmRNA30769 XP_012249608.1,XP_012249615.1       
BimpmRNA30770 XP_012249608.1,XP_012249615.1       
BimpmRNA30771 XP_024228274.1        
BimpmRNA30772 XP_012249608.1,XP_012249615.1       
BimpmRNA30775 XP_033180812.1        
BimpmRNA30776 XP_033180810.1        
BimpmRNA30777 XP_012249618.1        
BimpmRNA30778 XP_024228367.1        
BimpmRNA30779 XP_024228367.1        
BimpmRNA30780 XP_033180815.1        
BimpmRNA30781 XP_024228368.2        
BimpmRNA30782 XP_024228368.2        
BimpmRNA30783 XP_024228272.1        
BimpmRNA30784 XP_012249604.1        
BimpmRNA30785 XP_012249604.1        
BimpmRNA30786 XP_003485801.3        
BimpmRNA30787 XP_003485801.3        
BimpmRNA30788 XP_024228273.1        
BimpmRNA30789 XP_024228273.1        
BimpmRNA30790 XP_003485802.1        
BimpmRNA30791 XP_003485802.1        
BimpmRNA30792 XP_024225198.1        
BimpmRNA30793 XP_003485865.2        
BimpmRNA30794 XP_003485865.2        
BimpmRNA30795 XP_024228342.1        
BimpmRNA30796 XP_024228342.1        
BimpmRNA30797 XP_003485803.1        
BimpmRNA30798 XP_003485803.1        
BimpmRNA30799 XP_012249735.1,XP_012249732.1,XP_012249733.1,XP_012249734.1     
BimpmRNA30800 XP_012249735.1,XP_012249732.1,XP_012249733.1,XP_012249734.1     
BimpmRNA30801 XP_012249735.1,XP_012249732.1,XP_012249733.1,XP_012249734.1     
BimpmRNA30802 XP_012249735.1,XP_012249732.1,XP_012249733.1,XP_012249734.1     
BimpmRNA30803 XP_012249735.1,XP_012249732.1,XP_012249733.1,XP_012249734.1     
BimpmRNA30804 XP_012249735.1,XP_012249732.1,XP_012249733.1,XP_012249734.1     
BimpmRNA30805 XP_012249735.1,XP_012249732.1,XP_012249733.1,XP_012249734.1     
BimpmRNA30806 XP_012249769.1        
BimpmRNA30807 XP_012249769.1        
BimpmRNA30808 XP_012249769.1        
BimpmRNA30809 XP_012249769.1        
BimpmRNA30810 XP_012249769.1        
BimpmRNA30811 XP_012249780.1        
BimpmRNA30812 XP_012249780.1        
BimpmRNA30813 XP_003485866.2        
BimpmRNA30814 XP_003485866.2        
BimpmRNA30815 XP_003485806.1        
BimpmRNA30816 XP_003485806.1        
BimpmRNA30817 XP_003485806.1        
BimpmRNA30818 XP_012249754.1        
BimpmRNA30819 XP_012249754.1        
BimpmRNA30820 XP_012249754.1        
BimpmRNA30821 XP_012249754.1        
BimpmRNA30822 XP_012249754.1        
BimpmRNA30823 XP_012249754.1        
BimpmRNA30824 XP_012249754.1        
BimpmRNA30825 XP_012249760.1        
BimpmRNA30826 XP_012249760.1        
BimpmRNA30827 XP_012249760.1        
BimpmRNA30828 XP_012249760.1        
BimpmRNA30829 XP_012249760.1        
BimpmRNA30830 XP_012249760.1        
BimpmRNA30831 XP_012249760.1        
BimpmRNA30832 XP_003485809.1        
BimpmRNA30833 XP_003485810.1        
BimpmRNA30834 XP_003485810.1        
BimpmRNA30835 XP_003485811.1        
BimpmRNA30836 XP_024228362.1        
BimpmRNA30837 XP_024228362.1        
BimpmRNA30838 XP_024228362.1        
BimpmRNA30839 XP_024228282.1        
BimpmRNA30840 XP_024228282.1        
BimpmRNA30841 XP_024228282.1        
BimpmRNA30842 XP_024228282.1        
BimpmRNA30843 XP_024228282.1        
BimpmRNA30844 XP_024228282.1        
BimpmRNA30845 XP_012249756.1        
BimpmRNA30846 XP_024228282.1        
BimpmRNA30847 XP_012249758.1,XP_012249759.1       
BimpmRNA30848 XP_012249758.1,XP_012249759.1       
BimpmRNA30849 XP_012249758.1,XP_012249759.1       
BimpmRNA30850 XP_012249758.1,XP_012249759.1       
BimpmRNA30851 XP_003485814.1        
BimpmRNA30852 XP_003485814.1        
BimpmRNA30853 XP_003485814.1        
BimpmRNA30854 XP_003485814.1        
BimpmRNA30855 XP_003485813.1        
BimpmRNA30856 XP_012249772.1        
BimpmRNA30857 XP_012249772.1        
BimpmRNA30858 XP_012249772.1        
BimpmRNA30859 XP_003485817.1        
BimpmRNA30860 XP_003485817.1        
BimpmRNA30861 XP_012249628.1        
BimpmRNA30862 XP_012249628.1        
BimpmRNA30863 XP_012249628.1        
BimpmRNA30864 XP_003485818.1        
BimpmRNA30865 XP_003485819.1        
BimpmRNA30866 XP_003485819.1        
BimpmRNA30867 XP_003485819.1        
BimpmRNA30868 XP_012249765.1,XP_012249766.1       
BimpmRNA30869 XP_012249765.1,XP_012249766.1       
BimpmRNA30870 XP_003485821.1        
BimpmRNA30871 XP_003485820.1        
BimpmRNA30872 XP_003485820.1        
BimpmRNA30873 XP_024228355.1        
BimpmRNA30874 XP_024228355.1        
BimpmRNA30875 XP_024228355.1        
BimpmRNA30876 XP_024228357.1,XP_024228358.1,XP_024228359.1      
BimpmRNA30877 XP_024228357.1,XP_024228358.1,XP_024228359.1      
BimpmRNA30878 XP_003485825.1        
BimpmRNA30879 XP_003485825.1        
BimpmRNA30880 XP_003485825.1        
BimpmRNA30881 XP_003485870.1        
BimpmRNA30882 XP_003485870.1        
BimpmRNA30883 XP_003485870.1        
BimpmRNA30884 XP_003485828.1        
BimpmRNA30885 XP_033180742.1        
BimpmRNA30886 XP_003485827.1        
BimpmRNA30887 XP_012249664.1        
BimpmRNA30888 XP_012249664.1        
BimpmRNA30889 XP_012249664.1        
BimpmRNA30890 XP_012249664.1        
BimpmRNA30891 XP_012249664.1        
BimpmRNA30892 XP_012249672.1        
BimpmRNA30893 XP_012249672.1        
BimpmRNA30894 XP_012249672.1        
BimpmRNA30895 XP_033180741.1        
BimpmRNA30896 XP_033180741.1        
BimpmRNA30897 XP_033180741.1        
BimpmRNA30898 XP_033180741.1        
BimpmRNA30899 XP_003485830.1        
BimpmRNA30900 XP_003485830.1        
BimpmRNA30901 XP_003491497.1        
BimpmRNA30902 XP_003491497.1        
BimpmRNA30903 XP_003491497.1        
BimpmRNA30905 XP_033175475.1,XP_033175476.1       
BimpmRNA30910 XP_033178014.1        
BimpmRNA30911 XP_033178014.1        
BimpmRNA30912 XP_033178014.1        
BimpmRNA30913 XP_033178014.1        
BimpmRNA30914 XP_033178014.1        
BimpmRNA30915 XP_033178014.1        
BimpmRNA30918 XP_033177990.1        
BimpmRNA30919 XP_012243995.1        
BimpmRNA30920 XP_012243995.1        
BimpmRNA30921 XP_033177989.1        
BimpmRNA30922 XP_033177989.1        
BimpmRNA30923 XP_033177989.1        
BimpmRNA30924 XP_003491495.1        
BimpmRNA30925 XP_012244004.1,XP_012244005.1,XP_012244006.1,XP_012244007.1     
BimpmRNA30926 XP_012244004.1,XP_012244005.1,XP_012244006.1,XP_012244007.1     
BimpmRNA30927 XP_012244004.1,XP_012244005.1,XP_012244006.1,XP_012244007.1     
BimpmRNA30928 XP_003491494.1        
BimpmRNA30929 XP_012244012.1        
BimpmRNA30930 XP_012244012.1        
BimpmRNA30931 XP_003491493.1        
BimpmRNA30932 XP_012244000.1        
BimpmRNA30933 XP_012244000.1        
BimpmRNA30934 XP_012244000.1        
BimpmRNA30935 XP_012244009.2,XP_012244008.1       
BimpmRNA30936 XP_012244009.2,XP_012244008.1       
BimpmRNA30937 XP_012243993.1,XP_012243994.1       
BimpmRNA30938 XP_012243993.1,XP_012243994.1       
BimpmRNA30939 XP_012243993.1,XP_012243994.1       
BimpmRNA30940 XP_012243988.1        
BimpmRNA30941 XP_012243988.1        
BimpmRNA30942 XP_012243988.1        
BimpmRNA30943 XP_012243988.1        
BimpmRNA30944 XP_012243988.1        
BimpmRNA30945 XP_012243988.1        
BimpmRNA30946 XP_012243988.1        
BimpmRNA30947 XP_012243988.1        
BimpmRNA30948 XP_012243988.1        
BimpmRNA30949 XP_012243988.1        
BimpmRNA30950 XP_012243988.1        
BimpmRNA30951 XP_012243988.1        
BimpmRNA30952 XP_012243988.1        
BimpmRNA30953 XP_012243988.1        
BimpmRNA30954 XP_012243988.1        
BimpmRNA30955 XP_012243988.1        
BimpmRNA30956 XP_012243988.1        
BimpmRNA30957 XP_012243988.1        
BimpmRNA30958 XP_012243988.1        
BimpmRNA30959 XP_012243988.1        
BimpmRNA30960 XP_012243988.1        
BimpmRNA30961 XP_012243988.1        
BimpmRNA30962 XP_012243988.1        
BimpmRNA30963 XP_012243988.1        
BimpmRNA30964 XP_012243988.1        
BimpmRNA30965 XP_012243988.1        
BimpmRNA30966 XP_012243988.1        
BimpmRNA30967 XP_012243988.1        
BimpmRNA30968 XP_012243988.1        
BimpmRNA30969 XP_012243988.1        
BimpmRNA30970 XP_012243988.1        
BimpmRNA30971 XP_012243988.1        
BimpmRNA30972 XP_012243988.1        
BimpmRNA30973 XP_012243988.1        
BimpmRNA30974 XP_012243988.1        
BimpmRNA30975 XP_012243988.1        
BimpmRNA30976 XP_012243988.1        
BimpmRNA30977 XP_012243988.1        
BimpmRNA30978 XP_012243988.1        
BimpmRNA30979 XP_012243988.1        
BimpmRNA30980 XP_012243988.1        
BimpmRNA30981 XP_012243988.1        
BimpmRNA30982 XP_012243988.1        
BimpmRNA30983 XP_012243988.1        
BimpmRNA30984 XP_012243988.1        
BimpmRNA30985 XP_012243988.1        
BimpmRNA30986 XP_012243988.1        
BimpmRNA30988 XP_003492676.1        
BimpmRNA30989 XP_003492676.1        
BimpmRNA30990 XP_012245882.1        
BimpmRNA30991 XP_012245882.1        
BimpmRNA30992 XP_012245882.1        
BimpmRNA30993 XP_033178986.1,XP_033178987.1       
BimpmRNA30994 XP_033178986.1,XP_033178987.1       
BimpmRNA30995 XP_033178986.1,XP_033178987.1       
BimpmRNA30996 XP_003492668.1        
BimpmRNA30997 XP_003492668.1        
BimpmRNA30998 XP_003492668.1        
BimpmRNA30999 XP_003492667.1        
BimpmRNA31000 XP_003492667.1        
BimpmRNA31001 XP_033178974.1        
BimpmRNA31002 XP_033178974.1        
BimpmRNA31003 XP_003492666.1        
BimpmRNA31004 XP_003492666.1        
BimpmRNA31005 XP_003492666.1        
BimpmRNA31006 XP_003492666.1        
BimpmRNA31007 XP_003492665.1        
BimpmRNA31008 XP_003492665.1        
BimpmRNA31009 XP_012245878.1,XP_012245879.1,XP_012245880.1      
BimpmRNA31010 XP_012245878.1,XP_012245879.1,XP_012245880.1      
BimpmRNA31011 XP_012245878.1,XP_012245879.1,XP_012245880.1      
BimpmRNA31012 XP_024226257.1,XP_024226258.1,XP_024226259.1      
BimpmRNA31013 XP_024226257.1,XP_024226258.1,XP_024226259.1      
BimpmRNA31014 XP_024226257.1,XP_024226258.1,XP_024226259.1      
BimpmRNA31015 XP_024226257.1,XP_024226258.1,XP_024226259.1      
BimpmRNA31016 XP_024226257.1,XP_024226258.1,XP_024226259.1      
BimpmRNA31017 XP_024226257.1,XP_024226258.1,XP_024226259.1      
BimpmRNA31018 XP_024226257.1,XP_024226258.1,XP_024226259.1      
BimpmRNA31019 XP_024224673.1        
BimpmRNA31020 XP_024224673.1        
BimpmRNA31021 XP_024224673.1        
BimpmRNA31022 XP_024224673.1        
BimpmRNA31023 XP_024224673.1        
BimpmRNA31024 XP_033178989.1,XP_033178990.1,XP_033178992.1      
BimpmRNA31025 XP_024224673.1        
BimpmRNA31026 XP_024223803.1        
BimpmRNA31027 XP_033178989.1,XP_033178990.1,XP_033178992.1      
BimpmRNA31028 XP_033178989.1,XP_033178990.1,XP_033178992.1      
BimpmRNA31029 XP_024226264.1        
BimpmRNA31030 XP_024226264.1        
BimpmRNA31031 XP_003492661.1        
BimpmRNA31032 XP_003492661.1        
BimpmRNA31033 XP_012245872.1,XP_012245874.1       
BimpmRNA31034 XP_012245872.1,XP_012245874.1       
BimpmRNA31035 XP_012245872.1,XP_012245874.1       
BimpmRNA31036 XP_024226263.1        
BimpmRNA31037 XP_024226263.1        
BimpmRNA31038 XP_012245827.1        
BimpmRNA31039 XP_012245827.1        
BimpmRNA31040 XP_012245827.1        
BimpmRNA31041 XP_012245827.1        
BimpmRNA31042 XP_012245827.1        
BimpmRNA31043 XP_012245827.1        
BimpmRNA31044 XP_012245827.1        
BimpmRNA31045 XP_012245827.1        
BimpmRNA31046 XP_012245827.1        
BimpmRNA31047 XP_012245827.1        
BimpmRNA31048 XP_003492657.1        
BimpmRNA31049 XP_003492657.1        
BimpmRNA31050 XP_003492657.1        
BimpmRNA31051 XP_012245832.1,XP_012245833.1,XP_012245834.1,XP_012245835.1,XP_012245836.1    
BimpmRNA31052 XP_012245832.1,XP_012245833.1,XP_012245834.1,XP_012245835.1,XP_012245836.1    
BimpmRNA31053 XP_003492656.1        
BimpmRNA31054 XP_003492656.1        
BimpmRNA31055 XP_033178984.1        
BimpmRNA31056 XP_033178984.1        
BimpmRNA31057 XP_012245837.1,XP_012245838.1,XP_012245840.1,XP_012245841.1,XP_012245842.1    
BimpmRNA31058 XP_012245837.1,XP_012245838.1,XP_012245840.1,XP_012245841.1,XP_012245842.1    
BimpmRNA31060 XP_012245856.1        
BimpmRNA31061 XP_012245856.1        
BimpmRNA31062 XP_012245856.1        
BimpmRNA31063 XP_033178976.1,XP_033178977.1       
BimpmRNA31064 XP_033178976.1,XP_033178977.1       
BimpmRNA31065 XP_033178976.1,XP_033178977.1       
BimpmRNA31066 XP_033178982.1        
BimpmRNA31067 XP_033178982.1        
BimpmRNA31068 XP_012245876.3        
BimpmRNA31069 XP_012245876.3        
BimpmRNA31070 XP_003492651.1        
BimpmRNA31071 XP_003492651.1        
BimpmRNA31072 XP_033180343.1        
BimpmRNA31076 XP_012248451.1        
BimpmRNA31077 XP_012248451.1        
BimpmRNA31079 XP_033176238.1        
BimpmRNA31081 XP_033176370.1        
BimpmRNA31082 XP_033176370.1        
BimpmRNA31083 XP_033174837.1        
BimpmRNA31084 XP_012248093.1        
BimpmRNA31085 XP_012248756.1        
BimpmRNA31086 XP_012236494.1        
BimpmRNA31087 XP_012236494.1        
BimpmRNA31089 XP_012244110.1        
BimpmRNA31090 XP_012244110.1        
BimpmRNA31091 XP_033174837.1        
BimpmRNA31094 XP_033175475.1,XP_033175476.1       
BimpmRNA31095 XP_012237894.1        
BimpmRNA31096 XP_012247223.1        
BimpmRNA31098 XP_033180021.1        
BimpmRNA31099 XP_033180021.1        
BimpmRNA31101 XP_033178270.1        
BimpmRNA31102 XP_033178269.1        
BimpmRNA31103 XP_033178832.1        
BimpmRNA31104 XP_012237597.1        
BimpmRNA31105 XP_012237597.1        
BimpmRNA31106 XP_024227798.1        
BimpmRNA31107 XP_024223435.1        
BimpmRNA31108 XP_012240155.1        
BimpmRNA31109 XP_012240155.1        
BimpmRNA31110 XP_012240155.1        
BimpmRNA31111 XP_012240155.1        
BimpmRNA31112 XP_012240155.1        
BimpmRNA31113 XP_012245614.1        
BimpmRNA31114 XP_033178843.1        
BimpmRNA31115 XP_033175653.1        
BimpmRNA31116 XP_033175653.1        
BimpmRNA31117 XP_033175653.1        
BimpmRNA31118 XP_033175653.1        
BimpmRNA31119 XP_012248790.1        
BimpmRNA31120 XP_012248790.1        
BimpmRNA31121 XP_024224851.1        
BimpmRNA31122 XP_012244430.1        
BimpmRNA31123 XP_012244430.1        
BimpmRNA31124 XP_024227871.1        
BimpmRNA31125 XP_024227871.1        
BimpmRNA31126 XP_012245654.1        
BimpmRNA31127 XP_012245654.1        
BimpmRNA31128 XP_024226114.1        
BimpmRNA31129 XP_033178199.1        
BimpmRNA31130 XP_033178199.1        
BimpmRNA31131 XP_033178199.1        
BimpmRNA31133 XP_012239762.1        
BimpmRNA31134 XP_012239762.1        
BimpmRNA31135 XP_033178015.1        
BimpmRNA31136 XP_033176065.1        
BimpmRNA31138 XP_012239594.2        
BimpmRNA31139 XP_012239594.2        
BimpmRNA31140 XP_012239594.2        
BimpmRNA31142 XP_012236494.1        
BimpmRNA31143 XP_012236494.1        
BimpmRNA31145 XP_033176238.1        
BimpmRNA31146 XP_033176275.1        
BimpmRNA31147 XP_033176275.1        
BimpmRNA31148 XP_033175934.1        
BimpmRNA31149 XP_033180112.1        
BimpmRNA31150 XP_012247223.1        
BimpmRNA31151 XP_012247223.1        
BimpmRNA31152 XP_012246014.1        
BimpmRNA31153 XP_033175468.1        
BimpmRNA31154 XP_033175468.1        
BimpmRNA31156 XP_033176630.1        
BimpmRNA31157 XP_012241119.1        
BimpmRNA31158 XP_033178882.1        
BimpmRNA31159 XP_012244494.1        
BimpmRNA31160 XP_024225607.1        
BimpmRNA31161 XP_033179885.1        
BimpmRNA31162 XP_033179885.1        
BimpmRNA31163 XP_024226114.1        
BimpmRNA31164 XP_012249649.1,XP_012249650.1       
BimpmRNA31165 XP_012249649.1,XP_012249650.1       
BimpmRNA31173 XP_024227798.1        
BimpmRNA31174 XP_024223743.2        
BimpmRNA31175 XP_024223743.2        
BimpmRNA31176 XP_024223743.2        
BimpmRNA31177 XP_012241573.1        
BimpmRNA31178 XP_012241573.1        
BimpmRNA31179 XP_012241573.1        
BimpmRNA31180 XP_012241573.1        
BimpmRNA31181 XP_012241573.1        
BimpmRNA31182 XP_012241573.1        
BimpmRNA31183 XP_012241573.1        
BimpmRNA31184 XP_012241573.1        
BimpmRNA31185 XP_003489930.1        
BimpmRNA31186 XP_003489930.1        
BimpmRNA31187 XP_003489930.1        
BimpmRNA31188 XP_003489930.1        
BimpmRNA31189 XP_003489930.1        
BimpmRNA31190 XP_003489930.1        
BimpmRNA31191 XP_003489930.1        
BimpmRNA31192 XP_012241574.1        
BimpmRNA31193 XP_012241574.1        
BimpmRNA31194 XP_012241574.1        
BimpmRNA31195 XP_024223744.1        
BimpmRNA31196 XP_024223744.1        
BimpmRNA31197 XP_024223744.1        
BimpmRNA31198 XP_024223744.1        
BimpmRNA31199 XP_024223744.1        
BimpmRNA31200 XP_024223744.1        
BimpmRNA31201 XP_024223744.1        
BimpmRNA31202 XP_024223744.1        
BimpmRNA31203 XP_003489813.1        
BimpmRNA31204 XP_003489813.1        
BimpmRNA31205 XP_003489813.1        
BimpmRNA31206 XP_003489813.1        
BimpmRNA31207 XP_003489813.1        
BimpmRNA31208 XP_003489813.1        
BimpmRNA31209 XP_003489813.1        
BimpmRNA31210 XP_003489813.1        
BimpmRNA31211 XP_003489813.1        
BimpmRNA31212 XP_003489813.1        
BimpmRNA31213 XP_003489813.1        
BimpmRNA31214 XP_003489813.1        
BimpmRNA31215 XP_003489813.1        
BimpmRNA31216 XP_003489813.1        
BimpmRNA31217 XP_003489813.1        
BimpmRNA31218 XP_003489813.1        
BimpmRNA31219 XP_003489813.1        
BimpmRNA31220 XP_003489813.1        
BimpmRNA31221 XP_003489813.1        
BimpmRNA31222 XP_003489813.1        
BimpmRNA31223 XP_003489813.1        
BimpmRNA31224 XP_003489813.1        
BimpmRNA31227 XP_033176848.1        
BimpmRNA31228 XP_033176848.1        
BimpmRNA31229 XP_033176848.1        
BimpmRNA31230 XP_033176848.1        
BimpmRNA31231 XP_003489848.1        
BimpmRNA31232 XP_003489848.1        
BimpmRNA31233 XP_003489838.1        
BimpmRNA31234 XP_003489838.1        
BimpmRNA31237 XP_024223733.1        
BimpmRNA31238 XP_024223733.1        
BimpmRNA31239 XP_024223733.1        
BimpmRNA31240 XP_024223733.1        
BimpmRNA31241 XP_024223735.1        
BimpmRNA31242 XP_024223735.1        
BimpmRNA31243 XP_024223735.1        
BimpmRNA31244 XP_024223735.1        
BimpmRNA31245 XP_024223735.1        
BimpmRNA31247 XP_033176850.1        
BimpmRNA31248 XP_033176839.1        
BimpmRNA31249 XP_033176839.1        
BimpmRNA31250 XP_033176839.1        
BimpmRNA31251 XP_012241630.1        
BimpmRNA31252 XP_012241630.1        
BimpmRNA31253 XP_012241630.1        
BimpmRNA31254 XP_003489904.1        
BimpmRNA31255 XP_024223750.1        
BimpmRNA31256 XP_024223750.1        
BimpmRNA31257 XP_024223750.1        
BimpmRNA31258 XP_024223750.1        
BimpmRNA31259 XP_024223750.1        
BimpmRNA31260 XP_033176854.1        
BimpmRNA31263 XP_012241609.1        
BimpmRNA31264 XP_003489928.1        
BimpmRNA31265 XP_003489928.1        
BimpmRNA31266 XP_003489928.1        
BimpmRNA31267 XP_024223668.1        
BimpmRNA31268 XP_024223668.1        
BimpmRNA31269 XP_024223668.1        
BimpmRNA31270 XP_003489929.1        
BimpmRNA31271 XP_003489929.1        
BimpmRNA31272 XP_012241655.1        
BimpmRNA31273 XP_012241655.1        
BimpmRNA31274 XP_012241659.1        
BimpmRNA31275 XP_012241659.1        
BimpmRNA31276 XP_012241659.1        
BimpmRNA31277 XP_024223730.1        
BimpmRNA31278 XP_024223730.1        
BimpmRNA31279 XP_012241617.1        
BimpmRNA31280 XP_012241617.1        
BimpmRNA31281 XP_003489933.1        
BimpmRNA31282 XP_003489933.1        
BimpmRNA31283 XP_003489899.1        
BimpmRNA31284 XP_003489899.1        
BimpmRNA31285 XP_003489934.1        
BimpmRNA31286 XP_003489935.1        
BimpmRNA31287 XP_003489935.1        
BimpmRNA31288 XP_003489935.1        
BimpmRNA31289 XP_012241651.1        
BimpmRNA31290 XP_033176791.1        
BimpmRNA31291 XP_033176791.1        
BimpmRNA31292 XP_003489937.1        
BimpmRNA31293 XP_003489938.1        
BimpmRNA31294 XP_003489938.1        
BimpmRNA31295 XP_003489939.1        
BimpmRNA31296 XP_003489939.1        
BimpmRNA31297 XP_003489939.1        
BimpmRNA31298 XP_003489939.1        
BimpmRNA31299 XP_003489940.1        
BimpmRNA31300 XP_003489941.1        
BimpmRNA31301 XP_003489941.1        
BimpmRNA31302 XP_033176834.1,XP_033176835.1       
BimpmRNA31303 XP_033176834.1,XP_033176835.1       
BimpmRNA31304 XP_033176837.1        
BimpmRNA31305 XP_033176837.1        
BimpmRNA31306 XP_033176837.1        
BimpmRNA31307 XP_033176837.1        
BimpmRNA31308 XP_003489944.1        
BimpmRNA31309 XP_003489944.1        
BimpmRNA31310 XP_012241544.1        
BimpmRNA31311 XP_012241544.1        
BimpmRNA31312 XP_012241546.2        
BimpmRNA31313 XP_012241546.2        
BimpmRNA31314 XP_012241546.2        
BimpmRNA31315 XP_003489902.1        
BimpmRNA31316 XP_003489902.1        
BimpmRNA31317 XP_003489902.1        
BimpmRNA31318 XP_003489902.1        
BimpmRNA31319 XP_012241563.1        
BimpmRNA31320 XP_012241563.1        
BimpmRNA31321 XP_003489947.1        
BimpmRNA31322 XP_003489947.1        
BimpmRNA31323 XP_003489947.1        
BimpmRNA31324 XP_033176838.1        
BimpmRNA31325 XP_033176838.1        
BimpmRNA31326 XP_024223726.1        
BimpmRNA31327 XP_003489949.1        
BimpmRNA31328 XP_003489949.1        
BimpmRNA31329 XP_012241562.1        
BimpmRNA31330 XP_024223723.1        
BimpmRNA31331 XP_024223723.1        
BimpmRNA31332 XP_024223723.1        
BimpmRNA31333 XP_024223723.1        
BimpmRNA31334 XP_012241551.1        
BimpmRNA31335 XP_012241551.1        
BimpmRNA31336 XP_012241551.1        
BimpmRNA31337 XP_003489803.1        
BimpmRNA31338 XP_003489803.1        
BimpmRNA31339 XP_012241622.1        
BimpmRNA31340 XP_003489806.1        
BimpmRNA31341 XP_003489806.1        
BimpmRNA31342 XP_003489807.1        
BimpmRNA31343 XP_003489807.1        
BimpmRNA31344 XP_033176807.1        
BimpmRNA31345 XP_012241579.1        
BimpmRNA31346 XP_003489808.1        
BimpmRNA31347 XP_003489808.1        
BimpmRNA31348 XP_003489808.1        
BimpmRNA31349 XP_003489810.1        
BimpmRNA31350 XP_003489809.1        
BimpmRNA31351 XP_003489809.1        
BimpmRNA31352 XP_003489811.1        
BimpmRNA31353 XP_003489811.1        
BimpmRNA31354 XP_012241586.1,XP_012241587.1       
BimpmRNA31355 XP_012241586.1,XP_012241587.1       
BimpmRNA31356 XP_012241582.1,XP_012241584.1,XP_012241585.1      
BimpmRNA31357 XP_012241582.1,XP_012241584.1,XP_012241585.1      
BimpmRNA31358 XP_033176840.1        
BimpmRNA31359 XP_033176840.1        
BimpmRNA31360 XP_033176810.1        
BimpmRNA31361 XP_033176810.1        
BimpmRNA31362 XP_012241633.1        
BimpmRNA31363 XP_012241633.1        
BimpmRNA31364 XP_012241633.1        
BimpmRNA31365 XP_012241633.1        
BimpmRNA31368 XP_003489910.1        
BimpmRNA31369 XP_003489910.1        
BimpmRNA31370 XP_003489910.1        
BimpmRNA31371 XP_003489910.1        
BimpmRNA31372 XP_033176833.1        
BimpmRNA31373 XP_033176833.1        
BimpmRNA31374 XP_033176833.1        
BimpmRNA31375 XP_033176833.1        
BimpmRNA31376 XP_033176828.1        
BimpmRNA31377 XP_033176828.1        
BimpmRNA31378 XP_003489817.1        
BimpmRNA31379 XP_033176826.1,XP_033176827.1       
BimpmRNA31380 XP_033176826.1,XP_033176827.1       
BimpmRNA31381 XP_033176829.1        
BimpmRNA31382 XP_033176829.1        
BimpmRNA31383 XP_033176829.1        
BimpmRNA31384 XP_012241643.1        
BimpmRNA31385 XP_012241643.1        
BimpmRNA31386 XP_024223705.1        
BimpmRNA31387 XP_024223707.1        
BimpmRNA31388 XP_024223707.1        
BimpmRNA31389 XP_024223707.1        
BimpmRNA31390 XP_024223707.1        
BimpmRNA31391 XP_033176825.1        
BimpmRNA31392 XP_033176825.1        
BimpmRNA31393 XP_033176825.1        
BimpmRNA31394 XP_033176825.1        
BimpmRNA31395 XP_033176825.1        
BimpmRNA31396 XP_033176825.1        
BimpmRNA31397 XP_033176825.1        
BimpmRNA31398 XP_033176825.1        
BimpmRNA31399 XP_033176825.1        
BimpmRNA31400 XP_033176825.1        
BimpmRNA31401 XP_033176825.1        
BimpmRNA31402 XP_033176825.1        
BimpmRNA31403 XP_033176825.1        
BimpmRNA31404 XP_033176825.1        
BimpmRNA31405 XP_033176825.1        
BimpmRNA31406 XP_033176825.1        
BimpmRNA31407 XP_033176825.1        
BimpmRNA31408 XP_033176825.1        
BimpmRNA31409 XP_033176825.1        
BimpmRNA31410 XP_033176825.1        
BimpmRNA31411 XP_033176825.1        
BimpmRNA31412 XP_033176825.1        
BimpmRNA31413 XP_033176825.1        
BimpmRNA31414 XP_033176825.1        
BimpmRNA31415 XP_033176808.1        
BimpmRNA31416 XP_033176841.1        
BimpmRNA31417 XP_024223708.1        
BimpmRNA31418 XP_024223708.1        
BimpmRNA31419 XP_024223708.1        
BimpmRNA31421 XP_003489822.1        
BimpmRNA31422 XP_003489823.1        
BimpmRNA31423 XP_003489823.1        
BimpmRNA31424 XP_003489823.1        
BimpmRNA31427 XP_003489824.2        
BimpmRNA31428 XP_003489824.2        
BimpmRNA31429 XP_003489916.1        
BimpmRNA31430 XP_003489916.1        
